fips,sld_dt,republican_percentage,is_brand,dspns_qty_sum,dspns_qty_mean,dspns_qty_count,rx_prc_amt_sum,rx_prc_amt_mean,rx_prc_amt_median,transaction_count,loc_id_nunique,insurance_coverage_mean,patient_coverage_mean,year,healthrisk_impact,republican_percentage_std,republicanStd_x_healthrisk,brand_healthrisk,republicanStd_x_brand,republicanStd_x_brand_x_healthrisk,avg_prc,county_name,state_name,state_abbr,total_county_population,edu_less_than_hs,edu_hs_graduate,edu_some_college,edu_bachelors,edu_graduate,edu_bachelor_above,male_percentage,female_percentage,over_65_percentage,income_low_percentage,income_lower_middle_percentage,income_middle_percentage,income_upper_middle_percentage,income_high_percentage,household_median,race_white,race_black,race_native,race_asian,race_pacific,republican_x_brand,republican_x_brand_x_healthrisk,republican_x_healthrisk,race_other,race_two_or_more,unemployment_rate,employment_rate,urban_rural_value_lessBetter,metro_indicator,cases,deaths,week,month,weekday,pharmacy_density
37191,2019-05-07,65.8199270003635,0,2765.538241819232,65.84614861474363,42,53747.92436057035,1279.7124847754847,981.1874049444887,42,4,0.8079184187081999,0.5104696654214079,2019,0,0.6996365616905085,0.0,0,0.0,0.0,1.3715643074472805,County_156,North Carolina,NC,782315,26.52729192865639,43.74610107657856,28.437414510964132,26.80050060679078,15.755820109093598,21.168929844862728,48.83336426006185,52.84387983086444,12.84374090370298,15.913181797752358,32.703556200092336,28.2441435054146,7.333768730174116,19.57375044595879,41962,37.92061667867249,54.81329320221453,1.7898185638311335,0.6447517930325706,0.16060931071223505,0.0,0.0,0.0,5.226905209313761,8.676345843456273,0.6703879610371899,64.27450513846071,9,1,0,0,26,4,6,0.37681727513302843
37129,2020-05-15,22.73683325928196,0,290.00563234808493,26.36414839528045,11,185.02830338185396,16.820754852895814,20.05937860523148,11,8,0.6163113332510931,0.06928759534710638,2020,1,-1.2794243513112675,-1.2794243513112675,0,-0.0,-0.0,6.396433595052783,County_192,North Carolina,NC,2591838,14.091822099106954,17.763687666057223,15.366785502343472,23.4198786355013,18.85049096453851,7.62175511970098,50.3292540719735,51.249174556192365,9.872923134853668,21.278311434857073,16.3123029009805,28.196666753375467,7.338046008937088,24.998786921454272,51563,71.68984838570341,61.201101862522314,0.270740919575686,5.971077587315734,0.12819052134941702,0.0,0.0,0.0,2.936720419658333,7.054129972995301,6.765459709080161,66.27547896761772,8,1,172,8,20,6,3,0.7072190391479792
47086,2019-04-07,84.96262772846823,1,474.5899910873716,33.8992850776694,14,156.81414895194237,11.201010639424455,10.452305507943194,14,13,0.4283788159925379,0.22449205087189628,2019,0,1.578973849025521,0.0,0,1.578973849025521,0.0,14.451417534060198,County_71,Tennessee,TN,1759629,24.86011810669806,38.85820417657788,18.838182690459032,27.531905631429105,16.468902245953345,45.532882623696835,51.66470833513422,48.42959610013854,8.084388195850543,18.67396897567022,23.906762456569258,23.851724980981647,9.099291308524252,2.925344496809053,32216,67.58384785520593,15.172773036968172,0.6495291933731666,2.4675316538611662,0.23909582319463948,84.96262772846823,0.0,0.0,5.674950400017622,6.913734974896309,1.4830139341136535,31.75563797412135,6,0,0,0,21,4,5,0.33355919227109904
37069,2020-04-18,80.93228085141101,1,168.6792069678785,56.22640232262617,3,28.992919023062612,9.66430634102087,8.517599345293434,3,3,0.8022356546439461,0.7763985793762849,2020,1,1.3938362166596032,1.3938362166596032,1,1.3938362166596032,1.3938362166596032,5.586640793820362,County_60,North Carolina,NC,2594464,19.119046716955125,21.32851031048712,18.64258404280893,23.571681546846484,5.398320096823443,27.801757726047732,54.9935129304602,52.476490173888536,5.9986581914581105,22.49659669418765,33.02492270725615,35.84944669208549,13.589596214016662,6.653016004583836,43620,81.27478166445559,6.789049287714177,0.38460085589880877,2.902963636410263,0.012603012391310175,80.93228085141101,80.93228085141101,80.93228085141101,2.886535002005643,10.768140199159102,3.8180331603043793,62.3812767613809,8,0,201,6,24,6,4,0.008947859769053233
1071,2020-04-22,77.76143740033413,0,203.13068656374034,10.69108876651265,19,488.48565580791,25.709771358311052,13.501294040993663,19,14,0.45500260849157825,0.11115425699868475,2020,1,1.248180652252209,1.248180652252209,0,0.0,0.0,2.013218207661283,County_62,Alabama,AL,1656541,28.635277654561683,30.70736356340937,17.15493269855577,20.980898898138317,21.569582386349758,22.361328389341384,46.250781815204306,52.38099546270293,7.479526301328887,39.55604899452355,28.578068359823206,31.74646530844951,17.12952960146002,5.336803934154036,60328,57.118461240232506,28.72954566838333,0.8542739534747639,2.445041560244137,0.18531774732336598,0.0,0.0,0.0,9.279272262897546,1.2677530366075793,2.114054634691482,27.52914339258164,3,0,203,12,20,6,4,0.08525228670671162
45045,2020-06-18,58.56023937596848,1,73.61903168589095,24.539677228630318,3,12.618562947978695,4.206187649326232,4.599424642779422,3,12,0.22778609531344718,0.4698000663192632,2020,1,0.3661562386573687,0.3661562386573687,1,0.3661562386573687,0.3661562386573687,28.197717027124057,County_152,South Carolina,SC,2212833,25.873433653903167,45.209116390588505,31.18046701036208,17.00496026375636,17.83843218248313,27.235145906904425,56.88366115704524,46.45766334328213,13.165940349430251,14.036183823207214,26.39744529879325,24.33763495363219,18.644426292034233,5.551983205676158,51481,45.66945171284445,38.92467898223884,0.26699683824634235,6.389211341793043,0.21320374286936294,58.56023937596848,58.56023937596848,58.56023937596848,4.2775042954774225,2.0703382057015745,5.293550581464838,56.792211331124236,8,0,213,6,19,5,4,0.4975014195522597
21120,2020-04-10,51.59539319326199,0,1980.936951143947,53.53883651740397,37,1744.7967029421056,47.156667647083935,26.34472404210069,37,11,0.4725007611103369,0.6048521921047275,2020,1,0.04621972416048726,0.04621972416048726,0,0.0,0.0,19.093234355995726,County_89,Kentucky,KY,1328031,6.0658900148528,19.210264669880985,17.643018718526818,30.65149210590053,13.668074488363244,27.278865484483447,46.78584043582252,51.94012202482388,8.91280869455507,23.698463259973163,22.779946273078778,28.781990446046972,17.022685595821603,12.447719194305195,78610,83.03848906879563,27.7529383303666,1.5215912278044643,1.0024808534215897,0.29157502824719006,0.0,0.0,0.0,1.4201839501844926,9.223520169766653,5.548719643807372,21.611383550426464,2,0,199,8,20,5,4,0.18930700876809822
1173,2020-04-26,52.539500871716776,0,156.8606789683161,31.37213579366322,5,16.82849177566736,3.3656983551334716,1.793515550491776,5,4,0.07083179663733918,0.8783468283705153,2020,1,0.08958816504645527,0.08958816504645527,0,0.0,0.0,1.9087654604688835,County_5,Alabama,AL,1253872,27.861175276972716,38.68312307078911,29.700269615907573,29.856615072004825,5.72200334439346,25.339226506626755,48.67430114761413,43.88739880802321,12.432558903919091,24.712741148227487,16.651228268536446,28.66745459247273,15.051412155266732,22.20634080209756,36875,73.29680445781227,45.62784314086368,0.20693478516914943,4.0624939201167685,0.04372896007195064,0.0,0.0,0.0,2.63964280718996,2.0236873433574694,3.081932622911805,40.11112257432512,6,1,200,8,25,4,6,0.49512778886795344
28048,2020-04-11,16.045586095976272,0,2845.5003273099687,83.69118609735202,34,1366.9887862181301,40.20555253582736,27.8383511228334,34,13,0.8978611096393875,0.8471138628934799,2020,1,-1.5867928471698909,-1.5867928471698909,0,-0.0,-0.0,1.3739092800703958,County_189,Mississippi,MS,702642,30.182726867440735,36.8290372445269,18.92458681238086,26.76788348300099,5.867272647290003,30.905007274133858,58.91025854081617,48.04520389937713,12.88109589998184,19.410261554874882,36.80138369278977,31.609934055825963,19.52199324031173,12.320635188558366,69425,74.34951399197645,36.90124086005433,1.3305241872345415,1.1219457563179631,0.07387296561284029,0.0,0.0,0.0,5.880396142139818,4.524613112754811,4.779922539483707,32.624754715717245,9,1,190,12,20,4,5,0.5746311667140364
12149,2020-04-25,49.96286513618101,1,288.34263540269956,9.942849496644813,29,189.7663800778328,6.543668278545958,5.451216100818939,29,13,0.7309583747344611,0.7642779210597328,2020,1,-0.028771930026754437,-0.028771930026754437,1,-0.028771930026754437,-0.028771930026754437,2.1436248671249527,County_21,Florida,FL,575705,24.296061268252696,45.496011376113955,17.60282392145438,24.70893798599478,14.479457909772762,41.53943817486395,47.662920876619516,42.65538422544139,12.090042689491476,19.355196730627092,18.845021987951064,31.741913885589305,13.31578884374801,17.375049150191504,62784,62.381666284225155,67.50044846122137,0.5354206497380469,6.507302947654405,0.27973296947077264,49.96286513618101,49.96286513618101,49.96286513618101,10.079162674127277,3.4557421885748787,6.408978299552156,54.08837666547877,7,0,175,7,18,6,2,0.9335044646667853
